Key ID,Key,Name,Edition,Created,Issued,Expired,Status
7769,79FBAEE9FA,GB40623A,2,18/06/2009,18/06/2009,,1:Active
7770,79FBAEE9FA,GB40623A,3,18/06/2009,18/06/2009,,2:Next
